iter	Passed	Remaining
230	2517	8379
231	2530	8376
232	2536	8350
233	2560	8381
234	2567	8357
235	2588	8379
236	2624	8448
237	2650	8485
238	2668	8496
239	2679	8484
240	2685	8457
241	2706	8476
242	2725	8491
243	2748	8514
244	2756	8494
245	2773	8501
246	2796	8524
247	2807	8514
248	2814	8489
249	2826	8478
250	2832	8452
251	2852	8468
252	2863	8453
253	2870	8431
254	2912	8510
255	2919	8483
256	2928	8467
257	2938	8450
258	2946	8430
259	2974	8466
260	2990	8466
261	2996	8441
262	3007	8428
263	3013	8402
264	3029	8403
265	3047	8408
266	3076	8446
267	3085	8426
268	3094	8410
269	3102	8389
270	3111	8369
271	3131	8382
272	3139	8361
273	3145	8335
274	3155	8319
275	3161	8293
276	3195	8340
277	3207	8329
278	3213	8304
279	3223	8288
280	3229	8262
281	3252	8281
282	3258	8256
283	3268	8240
284	3274	8216
285	3281	8192
286	3288	8169
287	3293	8141
288	3305	8132
289	3310	8104
290	3319	8086
291	3323	8058
292	3328	8030
293	3336	8011
294	3340	7983
295	3346	7959
296	3352	7935
297	3356	7907
298	3367	7895
299	3372	7869
300	3378	7845
301	3386	7826
302	3390	7800
303	3396	7775
304	3402	7752
305	3406	7726
306	3412	7703
307	3420	7684
308	3424	7657
309	3432	7640
310	3437	7614
311	3441	7589
312	3448	7569
313	3453	7545
314	3458	7519
315	3469	7510
316	3474	7485
317	3480	7464
318	3484	7439
319	3489	7415
320	3497	7398
321	3502	7375
322	3507	7351
323	3515	7334
324	3519	7309
325	3523	7285
326	3530	7265
327	3535	7243
328	3539	7218
329	3547	7203
330	3553	7181
331	3563	7170
332	3568	7148
333	3575	7129
334	3583	7113
335	3588	7091
336	3596	7076
337	3601	7054
338	3607	7034
339	3614	7015
340	3619	6994
341	3627	6979
342	3632	6958
343	3637	6937
344	3645	6921
345	3650	6900
346	3665	6897
347	3670	6877
348	3679	6863
349	3684	6842
350	3689	6822
351	3696	6804
352	3700	6782
353	3706	6764
354	3713	6746
355	3717	6724
356	3723	6706
357	3729	6688
358	3733	6666
359	3739	6647
360	3746	6631
361	3751	6611
362	3762	6602
363	3766	6581
364	3776	6569
365	3780	6549
366	3785	6529
367	3795	6518
368	3799	6498
369	3806	6482
370	3811	6462
371	3815	6441
372	3825	6430
373	3829	6410
374	3834	6390
375	3841	6375
376	3845	6355
377	3851	6337
378	3861	6326
379	3867	6309
380	3876	6298
381	3881	6278
382	3888	6264
383	3893	6245
384	3897	6225
385	3907	6215
386	3911	6196
387	3917	6178
388	3923	6162
389	3928	6144
390	3933	6126
391	3939	6110
392	3943	6091
393	3948	6072
394	3960	6066
395	3965	6048
396	3972	6034
397	3977	6016
398	3982	5998
399	3990	5985
400	3994	5967
401	4000	5951
402	4006	5934
403	4010	5916
404	4020	5906
405	4025	5889
406	4029	5871
407	4037	5858
408	4041	5840
409	4046	5822
410	4057	5814
411	4061	5796
412	4072	5788
413	4077	5771
414	4083	5755
415	4088	5740
416	4093	5722
417	4099	5707
418	4104	5691
419	4108	5673
420	4114	5658
421	4121	5644
422	4125	5627
423	4130	5611
424	4136	5596
425	4141	5580
426	4146	5564
427	4153	5551
428	4158	5534
429	4168	5525
430	4173	5510
431	4179	5495
432	4188	5484
433	4196	5472
434	4203	5460
435	4208	5444
436	4216	5432
437	4221	5416
438	4227	5401
439	4236	5391
440	4241	5375
441	4249	5364
442	4254	5349
443	4259	5333
444	4270	5325
445	4275	5310
446	4286	5303
447	4293	5289
448	4299	5276
449	4304	5260
450	4309	5245
451	4316	5233
452	4321	5217
453	4326	5203
454	4333	5190
455	4337	5174
456	4342	5159
457	4349	5146
458	4353	5131
459	4381	5142
460	4385	5127
461	4390	5112
462	4399	5102
463	4403	5086
464	4409	5073
465	4415	5059
466	4419	5044
467	4425	5030
468	4431	5017
469	4436	5002
470	4441	4988
471	4448	4975
472	4452	4960
473	4462	4952
474	4466	4937
475	4471	4921
476	4480	4913
477	4485	4898
478	4490	4884
479	4496	4871
480	4500	4856
481	4506	4843
482	4512	4830
483	4517	4815
484	4522	4801
485	4528	4789
486	4533	4775
487	4539	4762
488	4545	4749
489	4549	4735
490	4562	4729
491	4566	4715
492	4572	4702
493	4579	4690
494	4583	4676
495	4589	4663
496	4595	4650
497	4600	4637
498	4606	4624
499	4612	4612
500	4616	4597
501	4623	4586
502	4627	4572
503	4632	4558
504	4637	4546
505	4644	4534
506	4648	4520
507	4659	4513
508	4664	4499
509	4670	4487
510	4676	4475
511	4681	4462
512	4690	4452
513	4694	4438
514	4698	4425
515	4706	4414
516	4711	4401
517	4715	4387
518	4724	4378
519	4728	4364
520	4734	4352
521	4740	4341
522	4745	4327
523	4754	4319
524	4759	4306
525	4766	4295
526	4775	4286
527	4779	4272
528	4788	4263
529	4792	4250
530	4797	4237
531	4807	4228
532	4811	4215
533	4817	4203
534	4822	4191
535	4827	4178
536	4832	4166
537	4839	4155
538	4843	4142
539	4854	4135
540	4859	4122
541	4865	4111
542	4872	4100
543	4876	4087
544	4883	4077
545	4889	4065
546	4894	4053
547	4901	4042
548	4906	4030
549	4910	4017
550	4917	4006
551	4921	3994
552	4926	3981
553	4934	3972
554	4939	3960
555	4944	3948
556	4955	3941
557	4959	3928
558	4968	3919
559	4973	3907
560	4981	3898
561	4986	3886
562	4990	3873
563	4996	3862
564	5001	3850
565	5006	3838
566	5014	3829
567	5019	3817
568	5023	3805
569	5030	3794
570	5035	3783
571	5039	3771
572	5050	3764
573	5055	3752
574	5061	3741
575	5066	3729
576	5070	3717
577	5076	3706
578	5082	3695
579	5087	3683
580	5093	3672
581	5100	3663
582	5105	3651
583	5111	3640
584	5115	3629
585	5120	3617
586	5126	3606
587	5133	3596
588	5137	3585
589	5148	3578
590	5153	3566
591	5158	3555
592	5165	3545
593	5169	3533
594	5178	3525
595	5183	3513
596	5187	3502
597	5195	3492
598	5199	3480
599	5204	3469
600	5213	3460
601	5217	3449
602	5222	3438
603	5228	3427
604	5232	3416
605	5237	3405
606	5247	3397
607	5251	3386
608	5263	3379
609	5268	3368
610	5274	3358
611	5279	3346
612	5283	3335
613	5289	3325
614	5297	3316
615	5301	3304
616	5309	3295
617	5314	3284
618	5318	3273
619	5325	3263
620	5329	3252
621	5334	3241
622	5345	3234
623	5350	3223
624	5356	3213
625	5361	3203
626	5365	3191
627	5377	3185
628	5381	3174
629	5387	3164
630	5393	3154
631	5398	3143
632	5404	3133
633	5410	3123
634	5414	3112
635	5420	3102
636	5426	3092
637	5432	3082
638	5443	3075
639	5447	3064
640	5453	3054
641	5460	3045
642	5464	3034
643	5472	3025
644	5476	3014
645	5481	3003
646	5487	2993
647	5491	2983
648	5496	2972
649	5504	2963
650	5508	2953
651	5513	2942
652	5520	2933
653	5525	2923
654	5529	2912
655	5542	2906
656	5546	2895
657	5554	2887
658	5559	2876
659	5565	2866
660	5571	2857
661	5575	2846
662	5580	2836
663	5588	2828
664	5593	2817
665	5599	2808
666	5605	2798
667	5609	2788
668	5615	2778
669	5623	2769
670	5627	2759
671	5638	2752
672	5643	2742
673	5649	2732
674	5655	2723
675	5660	2712
676	5668	2704
677	5673	2694
678	5677	2684
679	5685	2675
680	5689	2665
681	5694	2655
682	5703	2647
683	5707	2636
684	5712	2627
685	5718	2617
686	5722	2607
687	5728	2597
688	5738	2590
689	5742	2580
690	5752	2572
691	5757	2562
692	5763	2553
693	5770	2544
694	5775	2534
695	5784	2526
696	5789	2516
697	5795	2507
698	5801	2498
699	5806	2488
700	5812	2479
701	5817	2469
702	5821	2459
703	5827	2450
704	5835	2441
705	5839	2431
706	5852	2425
707	5856	2415
708	5864	2407
709	5869	2397
710	5874	2387
711	5881	2379
712	5886	2369
713	5890	2359
714	5897	2350
715	5901	2340
716	5906	2331
717	5915	2323
718	5919	2313
719	5926	2304
720	5931	2295
721	5936	2285
722	5949	2279
723	5953	2269
724	5962	2261
725	5966	2251
726	5971	2242
727	5979	2234
728	5984	2224
729	5989	2215
730	5997	2206
731	6001	2197
732	6007	2188
733	6012	2178
734	6017	2169
735	6025	2161
736	6031	2152
737	6035	2142
738	6046	2135
739	6050	2126
740	6057	2117
741	6063	2108
742	6067	2098
743	6076	2090
744	6081	2081
745	6086	2072
746	6092	2063
747	6096	2054
748	6102	2044
749	6110	2036
750	6114	2027
751	6120	2018
752	6127	2009
753	6131	2000
754	6138	1991
755	6146	1983
756	6152	1974
757	6160	1966
758	6164	1957
759	6172	1949
760	6176	1939
761	6181	1930
762	6190	1922
763	6195	1913
764	6200	1904
765	6207	1896
766	6211	1887
767	6217	1878
768	6223	1869
769	6228	1860
770	6234	1851
771	6244	1844
772	6250	1835
773	6256	1826
774	6260	1817
775	6266	1808
776	6275	1800
777	6279	1791
778	6288	1783
779	6292	1774
780	6297	1765
781	6303	1757
782	6308	1748
783	6312	1739
784	6321	1731
785	6325	1722
786	6331	1713
787	6341	1706
788	6345	1697
789	6355	1689
790	6359	1680
791	6365	1671
792	6372	1663
793	6376	1654
794	6382	1645
795	6388	1637
796	6393	1628
797	6399	1619
798	6405	1611
799	6410	1602
800	6417	1594
801	6422	1585
802	6426	1576
803	6438	1569
804	6442	1560
805	6451	1552
806	6456	1544
807	6460	1535
808	6467	1526
809	6472	1518
810	6476	1509
811	6487	1502
812	6492	1493
813	6499	1485
814	6504	1476
815	6508	1467
816	6514	1459
817	6523	1451
818	6534	1444
819	6539	1435
820	6545	1427
821	6551	1418
822	6556	1409
823	6562	1401
824	6569	1393
825	6573	1384
826	6581	1376
827	6585	1368
828	6589	1359
829	6595	1350
830	6602	1342
831	6607	1334
832	6614	1326
833	6619	1317
834	6623	1308
835	6634	1301
836	6638	1292
837	6649	1285
838	6654	1276
839	6660	1268
840	6668	1260
841	6675	1252
842	6685	1245
843	6689	1236
844	6697	1228
845	6701	1219
846	6707	1211
847	6713	1203
848	6718	1194
849	6722	1186
850	6736	1179
851	6742	1171
852	6747	1162
853	6751	1154
854	6757	1146
855	6766	1138
856	6770	1129
857	6779	1121
858	6783	1113
859	6788	1105
860	6795	1097
861	6799	1088
862	6804	1080
863	6811	1072
864	6816	1063
865	6822	1055
866	6833	1048
867	6839	1040
868	6847	1032
869	6852	1023
870	6860	1016
871	6864	1007
872	6868	999
873	6875	991
874	6880	982
875	6884	974
876	6892	966
877	6896	958
878	6901	949
879	6908	942
880	6913	933
881	6918	925
882	6930	918
883	6937	910
884	6944	902
885	6948	894
886	6953	885
887	6960	877
888	6964	869
889	6970	861
890	6977	853
891	6982	845
892	6988	837
893	6993	829
894	6998	821
895	7007	813
896	7011	805
897	7016	797
898	7027	789
899	7031	781
900	7038	773
901	7043	765
902	7047	757
903	7055	749
904	7060	741
905	7065	733
906	7072	725
907	7076	717
908	7082	709
909	7092	701
910	7096	693
911	7104	685
912	7109	677
913	7115	669
914	7122	661
915	7128	653
916	7135	645
917	7140	637
918	7148	630
919	7152	621
920	7157	613
921	7167	606
922	7171	598
923	7177	590
924	7183	582
925	7187	574
926	7193	566
927	7199	558
928	7204	550
929	7216	543
930	7220	535
931	7227	527
932	7232	519
933	7236	511
934	7240	503
935	7250	495
936	7254	487
937	7260	479
938	7265	472
939	7270	464
940	7275	456
941	7281	448
942	7286	440
943	7292	432
944	7299	424
945	7304	416
946	7315	409
947	7319	401
948	7325	393
949	7334	386
950	7338	378
951	7346	370
952	7350	362
953	7355	354
954	7362	346
955	7366	339
956	7370	331
957	7378	323
958	7383	315
959	7389	307
960	7395	300
961	7399	292
962	7405	284
963	7416	276
964	7422	269
965	7428	261
966	7433	253
967	7439	245
968	7445	238
969	7449	230
970	7458	222
971	7463	214
972	7467	207
973	7474	199
974	7479	191
975	7483	184
976	7492	176
977	7497	168
978	7503	160
979	7512	153
980	7517	145
981	7523	137
982	7528	130
983	7533	122
984	7541	114
985	7546	107
986	7552	99
987	7558	91
988	7563	84
989	7569	76
990	7576	68
991	7581	61
992	7588	53
993	7593	45
994	7597	38
995	7604	30
996	7609	22
997	7613	15
998	7624	7
999	7629	0
