iter	Logloss
247	0.2570660463
248	0.2563533211
249	0.2558252165
250	0.2549918351
251	0.2534572175
252	0.2530482199
253	0.2528952529
254	0.2521086247
255	0.2511898069
256	0.2509043706
257	0.2505394756
258	0.2504012117
259	0.2497377176
260	0.249429624
261	0.2486857818
262	0.2485214972
263	0.2478463701
264	0.2476151021
265	0.2473097245
266	0.2465969494
267	0.2461988479
268	0.2460414634
269	0.2454990183
270	0.2449435302
271	0.2446212859
272	0.2443199348
273	0.2441221416
274	0.2438983879
275	0.2433282857
276	0.2428486591
277	0.2426339951
278	0.241727525
279	0.2415990774
280	0.241435509
281	0.2405424812
282	0.2403020786
283	0.2399680278
284	0.2398314642
285	0.2396910246
286	0.2392776032
287	0.238913625
288	0.2374925934
289	0.2368938511
290	0.2367044691
291	0.2362690517
292	0.2361351254
293	0.2359584906
294	0.2358434006
295	0.235751627
296	0.2353798143
297	0.2350087177
298	0.2347242825
299	0.234607262
300	0.2334498032
301	0.2328952328
302	0.2326680055
303	0.2321841444
304	0.2320349585
305	0.2314218403
306	0.2303639135
307	0.2291501952
308	0.2277651146
309	0.2270417211
310	0.2265037074
311	0.2262912891
312	0.2260095331
313	0.2253554536
314	0.2246899745
315	0.2245916367
316	0.2242030418
317	0.2239103947
318	0.2237057543
319	0.2225046237
320	0.2222285442
321	0.2217440981
322	0.2215684006
323	0.2213963744
324	0.2211739778
325	0.220139924
326	0.2196248811
327	0.2194908685
328	0.2186650829
329	0.218126983
330	0.2179697966
331	0.2175690348
332	0.2173427992
333	0.2168586913
334	0.2167393087
335	0.2161439126
336	0.2160587971
337	0.2157182863
338	0.2153497677
339	0.214931186
340	0.2147664793
341	0.2141410157
342	0.2135217843
343	0.2132347378
344	0.2124316004
345	0.2118243913
346	0.2115743961
347	0.2113057459
348	0.2111385666
349	0.2109442444
350	0.2108007989
351	0.210659086
352	0.2103647899
353	0.2099579151
354	0.209544899
355	0.2089453454
356	0.2087022466
357	0.2084380859
358	0.2083196335
359	0.208093293
360	0.207756425
361	0.2074108687
362	0.2071960276
363	0.2069070543
364	0.2068089017
365	0.2059739535
366	0.205708837
367	0.2054086739
368	0.2052662136
369	0.2049357054
370	0.2047927387
371	0.2047365348
372	0.2044109938
373	0.2042215206
374	0.2040965448
375	0.2039391535
376	0.2037291169
377	0.2033550623
378	0.2029838821
379	0.2021756053
380	0.2018532441
381	0.2013332854
382	0.2010333916
383	0.2007685943
384	0.2006005339
385	0.2001364125
386	0.1999588036
387	0.1998436062
388	0.199652106
389	0.1992352209
390	0.1990518303
391	0.1987493823
392	0.1986751587
393	0.1978776316
394	0.19748658
395	0.1971867356
396	0.1967500564
397	0.1965420016
398	0.1963949032
399	0.1960211875
400	0.1957263683
401	0.1956198061
402	0.1955144816
403	0.195126803
404	0.1947663964
405	0.1945041475
406	0.1942382992
407	0.193756575
408	0.1936640209
409	0.1933294822
410	0.1930192643
411	0.1929132502
412	0.1926604617
413	0.1924155353
414	0.1921856358
415	0.1919295879
416	0.1916553172
417	0.1914934518
418	0.1911377866
419	0.1909741766
420	0.1903066497
421	0.1898690209
422	0.1897727797
423	0.1895085517
424	0.1893132073
425	0.1892002453
426	0.1890109415
427	0.1887438005
428	0.1886770148
429	0.1883666918
430	0.188183024
431	0.1878563024
432	0.187648621
433	0.1874963073
434	0.1873379079
435	0.187044681
436	0.1868181044
437	0.1864670182
438	0.1863927885
439	0.1861858276
440	0.1860393009
441	0.1857574461
442	0.1856817626
443	0.1856002174
444	0.1855083902
445	0.1852645945
446	0.1851617948
447	0.1850640595
448	0.1849778899
449	0.1848631095
450	0.1847438805
451	0.1844488978
452	0.1838463068
453	0.1836774411
454	0.1834659208
455	0.1832105008
456	0.183107422
457	0.1830169477
458	0.1827390808
459	0.1825770613
460	0.1823460553
461	0.182129506
462	0.1818715377
463	0.1817744701
464	0.1816990346
465	0.1816334582
466	0.181470234
467	0.1813271221
468	0.181128552
469	0.181037807
470	0.1808894681
471	0.1806774094
472	0.1801960962
473	0.1798632816
474	0.1792922682
475	0.1791039514
476	0.1789026746
477	0.1788277549
478	0.1786988858
479	0.1785268823
480	0.1783688295
481	0.1781630462
482	0.1779762268
483	0.1778888768
484	0.1778255293
485	0.1777197439
486	0.1775830835
487	0.1774961478
488	0.1774384564
489	0.1771723734
490	0.177086728
491	0.1769609264
492	0.1768204246
493	0.1766829314
494	0.1766061624
495	0.1764964307
496	0.1761651078
497	0.1758739
498	0.1754663267
499	0.1753545583
500	0.1751723061
501	0.1750528111
502	0.1747564727
503	0.1745364303
504	0.1743613902
505	0.174217727
506	0.1740481538
507	0.1740107608
508	0.1738837773
509	0.1737957306
510	0.1736376458
511	0.1733964613
512	0.1732567781
513	0.1731541113
514	0.1728940205
515	0.1726273081
516	0.1725314329
517	0.1724608399
518	0.1721275227
519	0.1720826134
520	0.1720034654
521	0.1717157677
522	0.1716643539
523	0.1716033796
524	0.1715269861
525	0.171382211
526	0.1713190607
527	0.1709879868
528	0.1708819649
529	0.1707238618
530	0.1705708661
531	0.1704741314
532	0.1703835232
533	0.1703145828
534	0.1701981739
535	0.1699658218
536	0.169875896
537	0.1697144205
538	0.1696296627
539	0.1694548993
540	0.1693078424
541	0.169269181
542	0.1691735544
543	0.1691043232
544	0.168873034
545	0.1684133451
546	0.1680327953
547	0.1679521222
548	0.1678235986
549	0.1677549678
550	0.1677082319
551	0.1675680652
552	0.1673822027
553	0.1671114943
554	0.1670437236
555	0.1668282061
556	0.1662667811
557	0.1662011221
558	0.1661174344
559	0.1659025494
560	0.1657756177
561	0.1656924158
562	0.1655019333
563	0.1654403143
564	0.1653753439
565	0.165230803
566	0.1650218874
567	0.1648596742
568	0.1648216966
569	0.164780202
570	0.1647222815
571	0.1645487748
572	0.1644328645
573	0.1642542366
574	0.1640637059
575	0.1640117945
576	0.1639506482
577	0.1639204297
578	0.1638321001
579	0.1637889862
580	0.1636449042
581	0.1635369624
582	0.1633895543
583	0.1632167107
584	0.1631122778
585	0.1630710446
586	0.1627857044
587	0.1627030347
588	0.1625864688
589	0.1625208721
590	0.162274562
591	0.1620586605
592	0.1619777461
593	0.1618044561
594	0.1615978198
595	0.1615296333
596	0.1610722882
597	0.1608871807
598	0.1608205378
599	0.1607378083
600	0.1606780143
601	0.1604774396
602	0.1601564337
603	0.1600272394
604	0.1599883405
605	0.159665681
606	0.1596028084
607	0.1594307845
608	0.159186447
609	0.1590567414
610	0.1589714327
611	0.1588202901
612	0.1586996864
613	0.1585712097
614	0.158497296
615	0.1584684518
616	0.1583504863
617	0.1582199852
618	0.1580169543
619	0.1579192466
620	0.1576859681
621	0.1576180672
622	0.1575365509
623	0.1574735085
624	0.1573113657
625	0.1571935438
626	0.1570054762
627	0.1568959806
628	0.156698515
629	0.156581834
630	0.1564968233
631	0.1562889739
632	0.1562165208
633	0.1561503597
634	0.1560072652
635	0.1559291519
636	0.1558332337
637	0.155740662
638	0.155678086
639	0.1555910122
640	0.1551949207
641	0.1549426677
642	0.1548898876
643	0.1546644173
644	0.1545059106
645	0.1543691879
646	0.1541065904
647	0.153976367
648	0.153880792
649	0.1538559879
650	0.1535574061
651	0.1535044346
652	0.15348014
653	0.1534157988
654	0.153387892
655	0.1533409704
656	0.1532072899
657	0.1531420696
658	0.152997192
659	0.1528763083
660	0.1527368942
661	0.1526647814
662	0.1525760318
663	0.1523204656
664	0.1521637811
665	0.1520610733
666	0.1519299419
667	0.1518925752
668	0.1516842718
669	0.1516379442
670	0.1515820228
671	0.1515191084
672	0.1514616104
673	0.1512314105
674	0.1511487897
675	0.1508413152
676	0.150668257
677	0.1506018612
678	0.1505567614
679	0.1503797374
680	0.1501632841
681	0.1500125355
682	0.1499543559
683	0.1498670559
684	0.1498213342
685	0.1496467074
686	0.1496046771
687	0.1495704613
688	0.14947243
689	0.1494392632
690	0.1493197176
691	0.1492192924
692	0.1491439229
693	0.1489601554
694	0.1489178646
695	0.1487607879
696	0.1486408667
697	0.1485331809
698	0.1484492111
699	0.1483095513
700	0.1481416609
701	0.1480705484
702	0.1480004912
703	0.1479693925
704	0.1475559289
705	0.1474904033
706	0.1473041442
707	0.1472475957
708	0.1471212857
709	0.1470074322
710	0.1468410516
711	0.1468041077
712	0.1467059429
713	0.1466631138
714	0.1466073852
715	0.146558787
716	0.1462596778
717	0.1461478289
718	0.1460559019
719	0.1457964492
720	0.1456495601
721	0.1455948246
722	0.1454767924
723	0.1454347679
724	0.1453750507
725	0.145166457
726	0.1450471204
727	0.1448872996
728	0.1447176665
729	0.1446601826
730	0.144463051
731	0.1444218765
732	0.1443920298
733	0.1443442574
734	0.1442178185
735	0.1440908174
736	0.1439889843
737	0.1439515253
738	0.1438732699
739	0.1437485747
740	0.1437183455
741	0.143680869
742	0.1433238753
743	0.1432485038
744	0.1431681203
745	0.1431446122
746	0.1430871873
747	0.1430225898
748	0.1429674
749	0.1428246482
750	0.1428150668
751	0.1426178951
752	0.1425076504
753	0.142466846
754	0.1423677508
755	0.1422958372
756	0.1421809734
757	0.1421417383
758	0.1420993943
759	0.1419852744
760	0.1416423036
761	0.1415988712
762	0.1415496397
763	0.1413533729
764	0.1412851659
765	0.1412349882
766	0.1411259822
767	0.1410269721
768	0.1409825442
769	0.1406937709
770	0.140568216
771	0.1404661262
772	0.1403980944
773	0.140360532
774	0.1402848437
775	0.14022616
776	0.1400326988
777	0.1399293801
778	0.1397866963
779	0.1396908513
780	0.1395362512
781	0.1394185418
782	0.1393118452
783	0.139242815
784	0.1391059178
785	0.1390323439
786	0.1389500672
787	0.1387731184
788	0.138727295
789	0.1385948713
790	0.1385456157
791	0.1384981952
792	0.1384459618
793	0.1384057287
794	0.1383295595
795	0.1381690385
796	0.1380623298
797	0.1378418126
798	0.137795908
799	0.1376739162
800	0.1375942279
801	0.1374906786
802	0.1374263197
803	0.1373695193
804	0.1373321105
805	0.1372790674
806	0.1371721004
807	0.1371052408
808	0.1370635992
809	0.1370064845
810	0.1369644125
811	0.1369262497
812	0.1368447531
813	0.13677362
814	0.136624722
815	0.1365632298
816	0.1364346569
817	0.1362995019
818	0.1362508126
819	0.13620166
820	0.13595775
821	0.1358943873
822	0.1358339497
823	0.1357761013
824	0.1356799418
825	0.1356262502
826	0.1355485192
827	0.135473589
828	0.1353584853
829	0.1353036561
830	0.1352260599
831	0.1351496564
832	0.1350741409
833	0.1350394939
834	0.1347880751
835	0.1347264332
836	0.1346687438
837	0.1346263804
838	0.1345133413
839	0.134444747
840	0.1343312152
841	0.1342696986
842	0.1342347584
843	0.1341425843
844	0.1340106218
845	0.1338974756
846	0.1338612178
847	0.133812117
848	0.1337489165
849	0.1337003337
850	0.1336581407
851	0.1336183334
852	0.1334622734
853	0.1333648156
854	0.1333395677
855	0.1332945047
856	0.1332394798
857	0.133142895
858	0.1330954892
859	0.133029254
860	0.132930147
861	0.132896174
862	0.1328526319
863	0.1327165505
864	0.1326816837
865	0.1326504799
866	0.132632875
867	0.1325323956
868	0.1324854524
869	0.1324560141
870	0.132410943
871	0.1323279547
872	0.1322762024
873	0.13222537
874	0.1321805057
875	0.1321349363
876	0.1321053311
877	0.1320158799
878	0.1319703089
879	0.1319037035
880	0.1318612514
881	0.1318240049
882	0.1317407247
883	0.1317103561
884	0.1316523917
885	0.1316229784
886	0.1314757689
887	0.1314267191
888	0.1313935911
889	0.1313669305
890	0.1312199223
891	0.1311859661
892	0.1310945309
893	0.1310136762
894	0.1309009758
895	0.1307907713
896	0.1307086026
897	0.1306513686
898	0.1306294789
899	0.1306043421
900	0.1305635286
901	0.130534828
902	0.1305085026
903	0.1304909219
904	0.1304290522
905	0.1303729397
906	0.130300375
907	0.1302485067
908	0.1302045564
909	0.1301813671
910	0.1301018172
911	0.1300686862
912	0.1300376906
913	0.1299697083
914	0.1297820865
915	0.1297337842
916	0.1296518863
917	0.1295811719
918	0.1295205837
919	0.1295001317
920	0.1294328337
921	0.1293561592
922	0.1292965624
923	0.1292279869
924	0.1291685693
925	0.1290853663
926	0.1290335378
927	0.1289682577
928	0.1289335466
929	0.1289053726
930	0.1288705937
931	0.1288004564
932	0.1287201228
933	0.1286391725
934	0.1286070017
935	0.1285415782
936	0.1284813495
937	0.1283649475
938	0.128302598
939	0.1282643937
940	0.1282292833
941	0.1281808905
942	0.1281670527
943	0.1281351125
944	0.1280660368
945	0.1279884549
946	0.1279290017
947	0.1277559854
948	0.1276846327
949	0.1275609447
950	0.1275305476
951	0.1274752897
952	0.1274443374
953	0.1273766439
954	0.1273039627
955	0.1272220285
956	0.1271986202
957	0.1271236931
958	0.127021921
959	0.1269719999
960	0.1268507632
961	0.1268223778
962	0.1266670925
963	0.1266225565
964	0.1266028247
965	0.1265289443
966	0.1265036344
967	0.1264589663
968	0.1264300991
969	0.1264000843
970	0.1262222186
971	0.126186917
972	0.1260355597
973	0.1260016075
974	0.1259402627
975	0.1258080408
976	0.1257680379
977	0.1257076665
978	0.1256751755
979	0.1256048757
980	0.1255668151
981	0.1255182134
982	0.1254414639
983	0.1253060926
984	0.1252762674
985	0.1252404826
986	0.1251788883
987	0.1251373744
988	0.1250770687
989	0.1250213582
990	0.1249193048
991	0.124850545
992	0.1248126339
993	0.1246773782
994	0.1246547912
995	0.1245368779
996	0.1245091534
997	0.1244401953
998	0.124386914
999	0.1243254995
