iter	Passed	Remaining
291	1879	4557
292	1890	4561
293	1895	4551
294	1906	4556
295	1912	4547
296	1926	4560
297	1938	4565
298	1944	4559
299	1956	4564
300	1962	4557
301	1973	4561
302	1979	4553
303	1989	4554
304	1996	4550
305	2006	4550
306	2017	4553
307	2027	4555
308	2039	4561
309	2048	4559
310	2056	4555
311	2064	4552
312	2072	4548
313	2080	4545
314	2088	4541
315	2093	4531
316	2103	4532
317	2110	4525
318	2119	4524
319	2124	4515
320	2130	4506
321	2136	4499
322	2143	4492
323	2150	4486
324	2155	4477
325	2161	4469
326	2168	4463
327	2175	4458
328	2184	4454
329	2189	4444
330	2197	4441
331	2205	4437
332	2213	4432
333	2220	4427
334	2225	4418
335	2232	4411
336	2237	4402
337	2243	4393
338	2249	4385
339	2254	4377
340	2260	4368
341	2266	4361
342	2272	4352
343	2277	4344
344	2285	4338
345	2290	4328
346	2295	4319
347	2301	4312
348	2306	4303
349	2312	4294
350	2321	4292
351	2328	4286
352	2334	4278
353	2340	4270
354	2348	4267
355	2353	4257
356	2359	4249
357	2366	4243
358	2371	4234
359	2377	4226
360	2383	4219
361	2389	4210
362	2395	4203
363	2401	4195
364	2407	4187
365	2412	4179
366	2419	4173
367	2424	4164
368	2430	4156
369	2436	4148
370	2441	4138
371	2446	4130
372	2452	4121
373	2457	4112
374	2463	4105
375	2468	4096
376	2473	4087
377	2479	4080
378	2485	4073
379	2491	4065
380	2498	4059
381	2503	4050
382	2509	4042
383	2516	4036
384	2521	4027
385	2527	4020
386	2532	4012
387	2537	4002
388	2544	3996
389	2549	3987
390	2554	3979
391	2561	3972
392	2566	3964
393	2571	3955
394	2577	3948
395	2583	3939
396	2588	3931
397	2595	3925
398	2601	3917
399	2608	3912
400	2616	3907
401	2621	3899
402	2627	3891
403	2632	3883
404	2638	3875
405	2644	3869
406	2650	3861
407	2655	3853
408	2661	3845
409	2666	3837
410	2671	3829
411	2678	3823
412	2683	3814
413	2691	3809
414	2696	3801
415	2702	3794
416	2713	3793
417	2718	3785
418	2727	3781
419	2732	3772
420	2739	3768
421	2746	3762
422	2752	3754
423	2760	3749
424	2766	3743
425	2775	3739
426	2781	3732
427	2786	3723
428	2793	3718
429	2800	3712
430	2811	3711
431	2818	3705
432	2828	3703
433	2839	3702
434	2845	3695
435	2852	3690
436	2859	3684
437	2867	3679
438	2875	3674
439	2881	3667
440	2890	3663
441	2895	3655
442	2902	3649
443	2910	3644
444	2916	3637
445	2924	3632
446	2929	3623
447	2938	3620
448	2944	3612
449	2954	3611
450	2959	3602
451	2965	3595
452	2972	3588
453	2977	3581
454	2985	3575
455	2991	3568
456	2996	3560
457	3005	3556
458	3010	3547
459	3017	3541
460	3022	3534
461	3030	3528
462	3044	3531
463	3052	3526
464	3058	3518
465	3064	3511
466	3070	3504
467	3075	3496
468	3082	3490
469	3087	3481
470	3093	3473
471	3102	3470
472	3107	3462
473	3113	3455
474	3119	3447
475	3124	3439
476	3131	3433
477	3137	3425
478	3142	3418
479	3148	3411
480	3154	3403
481	3159	3395
482	3165	3388
483	3170	3380
484	3176	3373
485	3183	3367
486	3189	3359
487	3195	3352
488	3202	3346
489	3208	3339
490	3214	3332
491	3222	3326
492	3228	3319
493	3235	3314
494	3241	3307
495	3249	3301
496	3256	3295
497	3261	3287
498	3267	3280
499	3273	3273
500	3280	3267
501	3286	3260
502	3291	3252
503	3300	3247
504	3305	3240
505	3311	3232
506	3318	3227
507	3324	3219
508	3330	3212
509	3336	3205
510	3341	3197
511	3348	3191
512	3356	3186
513	3362	3179
514	3370	3173
515	3376	3166
516	3381	3159
517	3386	3151
518	3393	3145
519	3399	3137
520	3405	3131
521	3413	3126
522	3419	3118
523	3425	3111
524	3431	3104
525	3436	3096
526	3442	3089
527	3449	3083
528	3454	3075
529	3460	3068
530	3465	3060
531	3470	3052
532	3476	3045
533	3481	3038
534	3487	3031
535	3495	3025
536	3500	3018
537	3505	3010
538	3514	3005
539	3519	2998
540	3526	2991
541	3531	2984
542	3537	2976
543	3543	2970
544	3549	2963
545	3555	2955
546	3561	2949
547	3567	2942
548	3574	2936
549	3580	2929
550	3585	2921
551	3591	2914
552	3597	2908
553	3603	2900
554	3611	2895
555	3617	2888
556	3624	2882
557	3629	2875
558	3635	2868
559	3642	2861
560	3647	2854
561	3653	2847
562	3659	2840
563	3665	2833
564	3670	2826
565	3677	2819
566	3683	2812
567	3690	2806
568	3695	2799
569	3701	2792
570	3709	2787
571	3715	2780
572	3723	2774
573	3728	2767
574	3734	2760
575	3740	2753
576	3746	2746
577	3752	2740
578	3758	2733
579	3764	2725
580	3770	2719
581	3776	2712
582	3782	2705
583	3788	2698
584	3794	2691
585	3799	2684
586	3813	2683
587	3820	2676
588	3825	2669
589	3831	2662
590	3837	2656
591	3842	2648
592	3848	2641
593	3855	2635
594	3860	2627
595	3866	2620
596	3872	2614
597	3878	2607
598	3885	2601
599	3891	2594
600	3897	2587
601	3907	2583
602	3912	2575
603	3919	2569
604	3924	2562
605	3930	2555
606	3941	2551
607	3946	2544
608	3953	2538
609	3959	2531
610	3965	2524
611	3971	2517
612	3977	2510
613	3983	2504
614	3989	2497
615	3995	2490
616	4004	2485
617	4010	2478
618	4017	2472
619	4022	2465
620	4028	2458
621	4034	2451
622	4039	2444
623	4045	2437
624	4052	2431
625	4057	2424
626	4065	2418
627	4071	2411
628	4077	2404
629	4083	2398
630	4090	2392
631	4096	2385
632	4104	2379
633	4110	2372
634	4117	2366
635	4123	2359
636	4128	2352
637	4135	2346
638	4141	2339
639	4147	2333
640	4153	2326
641	4159	2319
642	4165	2312
643	4171	2306
644	4177	2299
645	4185	2293
646	4190	2286
647	4196	2279
648	4206	2274
649	4212	2268
650	4218	2261
651	4224	2254
652	4230	2248
653	4236	2241
654	4241	2233
655	4248	2227
656	4253	2220
657	4259	2213
658	4266	2207
659	4271	2200
660	4278	2194
661	4283	2187
662	4289	2180
663	4298	2175
664	4304	2168
665	4310	2161
666	4317	2155
667	4323	2148
668	4330	2142
669	4335	2135
670	4341	2128
671	4348	2122
672	4353	2115
673	4358	2108
674	4364	2101
675	4370	2094
676	4377	2088
677	4383	2081
678	4388	2074
679	4394	2068
680	4401	2061
681	4407	2055
682	4414	2048
683	4420	2042
684	4425	2035
685	4432	2028
686	4437	2021
687	4443	2015
688	4449	2008
689	4454	2001
690	4462	1995
691	4468	1988
692	4474	1982
693	4480	1975
694	4486	1968
695	4493	1962
696	4500	1956
697	4505	1949
698	4512	1943
699	4517	1936
700	4523	1929
701	4529	1922
702	4534	1915
703	4541	1909
704	4546	1902
705	4552	1895
706	4558	1889
707	4564	1882
708	4569	1875
709	4575	1869
710	4581	1862
711	4587	1855
712	4596	1850
713	4601	1843
714	4608	1837
715	4614	1830
716	4619	1823
717	4626	1817
718	4632	1810
719	4637	1803
720	4643	1796
721	4648	1789
722	4655	1783
723	4661	1777
724	4667	1770
725	4674	1764
726	4680	1757
727	4689	1751
728	4696	1745
729	4701	1739
730	4708	1732
731	4713	1725
732	4718	1718
733	4724	1712
734	4730	1705
735	4736	1699
736	4742	1692
737	4747	1685
738	4754	1679
739	4760	1672
740	4765	1665
741	4771	1659
742	4778	1652
743	4784	1646
744	4797	1642
745	4804	1635
746	4810	1629
747	4815	1622
748	4822	1616
749	4828	1609
750	4834	1603
751	4842	1596
752	4848	1590
753	4854	1583
754	4859	1576
755	4864	1569
756	4871	1563
757	4876	1556
758	4881	1550
759	4890	1544
760	4895	1537
761	4902	1531
762	4908	1524
763	4913	1517
764	4921	1511
765	4926	1505
766	4932	1498
767	4938	1491
768	4944	1485
769	4950	1478
770	4956	1472
771	4961	1465
772	4968	1459
773	4973	1452
774	4978	1445
775	4987	1439
776	4992	1432
777	4997	1426
778	5004	1419
779	5010	1413
780	5017	1406
781	5021	1399
782	5028	1393
783	5034	1387
784	5040	1380
785	5045	1373
786	5052	1367
787	5058	1360
788	5064	1354
789	5070	1347
790	5078	1341
791	5087	1336
792	5093	1329
793	5099	1323
794	5105	1316
795	5111	1309
796	5117	1303
797	5122	1296
798	5128	1290
799	5134	1283
800	5140	1277
801	5146	1270
802	5152	1264
803	5158	1257
804	5164	1251
805	5170	1244
806	5175	1237
807	5184	1232
808	5190	1225
809	5196	1218
810	5202	1212
811	5207	1205
812	5213	1199
813	5218	1192
814	5224	1185
815	5230	1179
816	5236	1172
817	5241	1166
818	5247	1159
819	5253	1153
820	5258	1146
821	5265	1140
822	5269	1133
823	5275	1126
824	5282	1120
825	5287	1113
826	5293	1107
827	5301	1101
828	5306	1094
829	5312	1088
830	5318	1081
831	5324	1075
832	5331	1068
833	5336	1062
834	5342	1055
835	5349	1049
836	5354	1042
837	5360	1036
838	5366	1029
839	5372	1023
840	5380	1017
841	5386	1010
842	5392	1004
843	5400	998
844	5406	991
845	5413	985
846	5419	978
847	5425	972
848	5430	965
849	5436	959
850	5443	953
851	5449	946
852	5454	940
853	5461	933
854	5466	927
855	5471	920
856	5478	914
857	5483	907
858	5490	901
859	5497	895
860	5502	888
861	5509	881
862	5514	875
863	5519	868
864	5526	862
865	5533	856
866	5539	849
867	5546	843
868	5552	837
869	5559	830
870	5564	824
871	5571	817
872	5577	811
873	5583	804
874	5588	798
875	5596	792
876	5601	785
877	5609	779
878	5614	772
879	5619	766
880	5626	760
881	5632	753
882	5639	747
883	5645	740
884	5651	734
885	5657	727
886	5662	721
887	5668	714
888	5675	708
889	5680	702
890	5685	695
891	5692	689
892	5697	682
893	5704	676
894	5710	669
895	5715	663
896	5722	657
897	5727	650
898	5733	644
899	5739	637
900	5744	631
901	5750	624
902	5757	618
903	5762	611
904	5768	605
905	5777	599
906	5782	592
907	5791	586
908	5797	580
909	5803	573
910	5810	567
911	5815	561
912	5822	554
913	5829	548
914	5834	542
915	5840	535
916	5846	529
917	5853	522
918	5859	516
919	5864	509
920	5872	503
921	5877	497
922	5883	490
923	5891	484
924	5897	478
925	5903	471
926	5908	465
927	5913	458
928	5920	452
929	5925	445
930	5930	439
931	5938	433
932	5943	426
933	5949	420
934	5954	413
935	5960	407
936	5967	401
937	5972	394
938	5978	388
939	5986	382
940	5991	375
941	5997	369
942	6004	362
943	6009	356
944	6016	350
945	6021	343
946	6027	337
947	6033	330
948	6039	324
949	6044	318
950	6051	311
951	6056	305
952	6063	299
953	6070	292
954	6075	286
955	6084	280
956	6090	273
957	6095	267
958	6102	260
959	6109	254
960	6115	248
961	6121	241
962	6127	235
963	6133	229
964	6139	222
965	6145	216
966	6151	209
967	6156	203
968	6163	197
969	6168	190
970	6173	184
971	6180	178
972	6188	171
973	6193	165
974	6201	159
975	6206	152
976	6213	146
977	6218	139
978	6223	133
979	6230	127
980	6236	120
981	6242	114
982	6247	108
983	6253	101
984	6258	95
985	6265	88
986	6271	82
987	6277	76
988	6285	69
989	6290	63
990	6296	57
991	6302	50
992	6308	44
993	6314	38
994	6319	31
995	6324	25
996	6332	19
997	6339	12
998	6346	6
999	6352	0
